ResturantId,ResturantName,ResturantZone,ResturanantAddress,ResturantTiming
10916,New Prashanth Hotel,Banashankari,"241, 2nd Floor, 6th Block, 7th Cross, Above Apollo Pharmacy 3rd Stage, 100 Feet Ring Road, Banashankari, Bangalore","Closed (Mon),12noon – 4pm, 7pm – 11pm (Tue-Sun)"
10917,Rajvardhan Foods,Jayanagar,"1291, 25th Main, Near Big Bazaar, 9th Block, Jayanagar, Bangalore",10am – 10pm (Mon-Sun)
10918,Marwari Basa,Bellandur,"33/1, 2nd Main, Outer Ring Road, Bellandur, Bangalore",8:30am – 11:30pm (Mon-Sun)
10919,Aata Uuta Maathu,JP Nagar,"Old 9, New 10/2, Ground Floor, 9th Cross, 1st Phase, 80 Feet Main Road, JP Nagar, Bangalore",11am – 10:30pm (Mon-Sun)
10920,Eat Retreat,Sarjapur Road,"Survey 23, Khata 13/23, Third Floor, Ambalipura Village, Harlur Main Road, Varthur, Hobli, Sarjapur Road, Bangalore","11am – 3:30pm, 6pm – 11:30pm (Mon-Sun)"
10921,The Daily,Electronic City,"6th Main, Neeladri Investment Layout, Doddathogur, Phase 1, Electronic City, Bangalore","8:30am – 3pm, 7pm – 11pm (Mon-Sun)"
10922,Natural Ice Cream,Bannerghatta Road,"31, 60 Feet Road, Near Corporation Bank, Panduranga Nagar, Bannerghatta Road, Bangalore",11am – 11pm (Mon-Sun)
10923,Maggi House,Sarjapur Road,"65, Kaikondrahalli, Mahadevapura, Sarjapur Road, Bangalore",6:30am – 11pm (Mon-Sun)
10924,Ittehad Restaurant,BTM,"36, 4th Cross, Thaverekere Main Road, 1st Stage, BTM, Bangalore","12midnight – 1am, 12noon – 12midnight (Mon-Sun)"
10925,Shake It Off,Jayanagar,"2,1478/1, 18th Main, 40th Cross, 4th T Block, Jayanagar, Bangalore",11am – 11pm (Mon-Sun)
10926,Belly Cravings,BTM,"270/1, 6th Main, Mico Layout, 2nd Stage, BTM, Bangalore","7:30am – 9:30pm (Mon-Fri),8:30am – 10pm (Sat-Sun)"
10927,Let's Grub,BTM,"2nd Cross, Krishnappa Garden, BTM, Bangalore",10:30am – 2am (Mon-Sun)
10928,1441 Pizzeria,JP Nagar,"1105, Archana Arcade, 24th Main, 1st Phase, JP Nagar, Bangalore","11am – 3am (Mon, Tue, Wed, Thu, Fri, Sun), 11am..."
10929,Madina Restaurant,Bannerghatta Road,"Door-162, Doddakamman Halli, Opposite Amoda Valmar Apartment, Gottigere Post, Bannerghatta Road, Bangalore",8am – 12midnight (Mon-Sun)
10930,Southern Taste,Electronic City,"Ravi Prasad, Narayana Reddy Building, 2nd Cross Road, Konappana Agrahara, Electronic City, Bangalore",9am – 2am (Mon-Sun)
10931,The Blue Wagon - Kitchen,Jayanagar,"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore","1pm – 3pm, 4pm – 10pm (Mon, Wed, Thu, Fri, Sat..."
10932,Burzza Hub,Bannerghatta Road,"9/1, Bilakahalli, Opposite Royaloak Furniture, Bannerghatta Road, Bangalore",6am – 1am (Mon-Sun)
10933,The Vintage Cafe,Banashankari,"146, 50 ft Road, 3rd Phase, 3rd Stage, Near Katriguppe Water Tank Circle, Banashankari, Bangalore",11am – 10pm (Mon-Sun)
10934,Slate Cafe,JP Nagar,"135/5, Ground floor, 15th Cross, 100 Feet Road, Dollar Layout, 3rd Phase, JP Nagar, Bangalore",11am – 10:30pm (Mon-Sun)
10935,Daawat Foods,BTM,"22, 1st Main, Narayanappa Garden, Thavarakere, DRC Post, Tavarekere, Near Lakshmi Theatre, BTM, Bangalore",12noon – 1am (Mon-Sun)
10936,Bengali Daaba,HSR,"158, Silver County Road, Lakedew Residency Phase 2, KSRP Campus, Choodasandra, HSR, Bangalore",8:30am – 10:30pm (Mon-Sun)
10937,Maheshwari Bengali Sweets And Snacks,Electronic City,"Shop 1, Site 1122, 5th Cross Street, Ananth Nagar, Phase 2, Opposite Public Mart, Electronic City, Bangalore",8am – 10pm (Mon-Sun)
10938,Hotel Green Leaf,BTM,"101/1, 13th Cross, 19th Main Road, KEB Road, 1st Stage, Madiwala, BTM, Bangalore",7:30am – 11:30pm (Mon-Sun)
10939,Nosh Restaurant,Electronic City,"1/164, Near Sipani Bliss Apartment, Bandapura Road, Electronic City, Bangalore","12:30pm – 3:33pm, 6:30pm – 10:30pm (Mon-Sun)"
10940,Countryside Cafe Restaurant,Sarjapur Road,"Shop 1-2, Opposite HP Petrol Bunk, Sompura Gate, Kada Agrahara, Near Sarjapur Road, Bangalore","5:30pm – 10:30pm (Mon),10:30am – 10:30pm (Tue-Sun)"
10941,Caffix,Uttarahalli,"37 C, Gagan Manor, 4th Cross Road, 1st Gubbalala Main Road, Housing Society Layout, Uttarahalli, Bangalore",11am – 11pm (Mon-Sun)
10942,Ghar Ka Khana,JP Nagar,"Oasis Residency Apartment, 15th Main, 17th Cross Road, 5th Phase, JP Nagar, Bangalore","11am – 2pm, 7pm – 10pm (Mon-Sun)"
10943,Sri Krishna Grand Hotel,Electronic City,"95/3A, Ground Floor, Shop 5, Lava Kusha Building, Konappana Agrahara Bus Stop, Electronic City, Bangalore",7am – 11:30pm (Mon-Sun)
10944,Holige Mane Brahmins Bakery,Basavanagudi,"S 13 (131), Ballaraiah Complex, Gandhi Bazaar, Basavanagudi, Bangalore",8am – 10pm (Mon-Sun)
10945,Paratha Bench,Bellandur,"19/6A, Bellandur Main Road, Near Srinivasa Apartment, Bellandur, Bangalore",8am – 1am (Mon-Sun)
10946,Blue Coriander,Jayanagar,"157 - 158, 1st Block, 10th A Main Road, 6th Cross, Ashoka Pillar Road, Behind Rani Sarala Devi School, Jayanagar, Bangalore",12noon – 12midnight (Mon-Sun)
10947,Chard On Coal,HSR,"1511 19th Main, Sector 1, HSR, Bangalore",11am – 10pm (Mon-Sun)
10948,The French Loaf,Bellandur,"ECO Space, BD-7, Outer Ring Road, Bellandur, Bangalore",9am – 11pm (Mon-Sun)
10949,Kadala Mane,JP Nagar,"47/1, 9th Main, 1st Cross, Miniforest, Phase 3, JP Nagar, Bangalore",11am – 11pm (Mon-Sun)
10950,BJM  Restaurant and Cafe,Electronic City,"29, Silicon Town Main Road, Phase 2, Electronic City, Bangalore",8am – 11pm (Mon-Sun)
10951,Masala Kitchen,Bellandur,"Campus 8/A, International Bay, RMZ Eco World, Sarjapura, Bellandur, Bangalore",12noon – 11:30pm (Mon-Sun)
10952,Zinger Cafe,Electronic City,"39 & 44, Near Neo Supermarket, Meenakshi Layout, Electronic City, Bangalore",5am – 1am (Mon-Sun)
10953,The Coorg Kitchen,Banashankari,"39, 22nd Main Road, Stage II, Banashankari, Bangalore",11am – 10:30pm (Mon-Sun)
10954,Roti Land,Banashankari,"Number 106, 80 feet Road, Hosakerehalli Cross, NSK 3rd Stage, Banashankari, Bangalore",11:30am – 11:30pm (Mon-Sun)
10955,Gugu Fast Foods & Snacks,Electronic City,"62, Tech City Layout, Bettadaspura Main Road, Doddathogur Phase-1, Electronic City, Bangalore",10:30am – 10:30pm (Mon-Sun)
10956,Andhra Vantillu,Sarjapur Road,"17/2, Behind ASR Octave Apartments, Gatthalli Road, Chikkanayakanahalli, Choodasandra, Sarjapur Road",9am – 11pm (Mon-Sun)
10957,Indori Zaika,Bellandur,"1st Floor, 15/B Bellandur Main Road, Above Ramdev Medical, Bellandur",8am – 11pm (Mon-Sun)
10958,Karnataka Bhel House,Banashankari,"2, 17th Main Road, 80feet Road, Srinivasnagar, Bank colony, BSK 1st, Stage, Banashankari, Bangalore",12noon – 10pm (Mon-Sun)
10959,Sri Murari Family Restaurant,Banashankari,"57, 3rd cross, 80 feet Road, Banashankari, Bangalore",12noon – 11pm (Mon-Sun)
10960,Chaska Box,Sarjapur Road,"Rainbow Drive Layout, Jhunnahandra, Sarjapur Road, Bangalore",9am – 9:30pm (Mon-Sun)
10961,Cha-Cha Ki Tapri,JP Nagar,"Opposite Suraj Ganga Soft Park, 3rd Phase, JP Nagar, Bangalore","10:30am – 7:30pm (Mon-Fri),3pm – 9:30pm (Sat-Sun)"
10962,The Cake Lair,Electronic City,"Near Wipro Gate No 15, Neeladri Road, Concorde Silicon Valley, Electronic City, Bangalore",9am – 11pm (Mon-Sun)
10963,Sri Krishna,Sarjapur Road,"Opposite Wipro Corporate Office, Halanayakanahalli, Sarjapur Road, Bangalore",11am – 11pm (Mon-Sun)
10964,RKA Brahmins Coffee Bar,Bommasandra,"Plot No 259/4, Bommasandra Industrial Area, Next To Narayana Hrudayalaya, Bommasandra, Bengaluru",7am – 10:30pm (Mon-Sun)
10965,Yummy Soups,BTM,"503, Narayan Gowda Layout, 16th Main Road, 9th Block East, Jayanagar, BTM, Bangalore","8:30am – 11:30am, 5:30pm – 10:30pm (Mon-Sun)"
10966,Sri Krishna Delicacy,JP Nagar,"2nd Phase, Near R V Dental College, JP Nagar, Bangalore",8am – 10:30pm (Mon-Sun)
10967,Davangere Benne Dose Adda,JP Nagar,"6th Phase, 6th CRS, JP Nagar, Bangalore",8am – 10pm (Mon-Sun)
10968,Northam Pizza|Subs|Bowls,HSR,"2609, 27th Main Road, 1st Sector, HSR, Bangalore","11am – 10pm (Mon-Thu),11am – 10:30pm (Fri-Sun)"
10969,Bharjari Bhadoota,JP Nagar,"446, 9th Cross Road, 2nd Phase, JP Nagar, Bangalore",11am – 11pm (Mon-Sun)
10970,Cee Yem,BTM,"167, 21st Cross, 16th Main, BTM, Bangalore",11am – 11pm (Mon-Sun)
10971,Andhra Adda Restaurant,Bannerghatta Road,"47/1, 80 Feet Road, Shantinikethan Layout, Arekere, Bannerghatta Road, Bangalore",12noon – 11pm (Mon-Sun)
10972,Sri Basaveshwara Tiffin Center,JP Nagar,"283, 3rd Cross, 3rd Phase, JP Nagar, Bangalore",7:30am – 4pm (Mon-Sun)
10973,Global Delhi,JP Nagar,"954, 2nd Floor, 24th Main, 2nd Phase, Opposite LIC Building, JP Nagar, Bangalore",8am – 11pm (Mon-Sun)
10974,Dana Pani,Bellandur,"11th Cross, Opposite ICICI Bank ATM, Maadevpura, Bellandur, Bangalore","10am – 4pm, 7:30pm – 11:30pm (Mon-Sun)"
10975,Mangalore Yummy Food,BTM,Delivery Only,11am – 11pm (Mon-Sun)
10976,Curryce,Electronic City,"121/13, Sapotta Gardens, Electronicity Gollahalli Road, Opposite Metropolis Pristen Apartment, Electronicity Phase-1, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
10977,Prasadika Home Meals,JP Nagar,"1, Pai Layout, Opposite Silicon City School, Chunchgatta Main Road, Near JP Nagar, Bangalore","11:15am – 3:30pm, 7:15pm – 10pm (Mon-Sun)"
10978,Sri Sai Bangarpet Chats,JP Nagar,"12, BDG Residency, 12th Main Road, Puttenahalli, Phase 7, JP Nagar, Bangalore","4:30pm – 10pm (Mon-Fri),12noon – 10pm (Sat-Sun)"
10979,Andhra Mess,JP Nagar,"60/2, 80 Feet Road, Near IG Circle, 1st Phase, JP Nagar, Bangalore","7:30am – 11am, 1pm – 3pm (Mon-Sun)"
10980,Healthy Parathawala,BTM,"22, Ground Floor, 9th Main, 2nd Cross Road, BTM, Bangalore","7am – 3pm, 7pm – 12midnight (Mon-Sun)"
10981,Namma Atithi,Electronic City,"Sampige Nagar Road, Electronic City Phase II, Electronic City, Vaddara Palya",7am – 10:30pm (Mon-Sun)
10982,Jai Maruthi 99 Dosa Corner,Electronic City,"13, Opposite Concur Apartement, Neeladri Road, Phase 1, Electronic City, Bangalore",7am – 11:30pm (Mon-Sun)
10983,Wow Vadapav & Chaat Chatore,BTM,"80, 36th Main, Dollars Colony, BTM, Bangalore",8:30am – 10:30pm (Mon-Sun)
10984,Mr.Khana Khazana,HSR,"251/A, 19th Main Road, 17th Cross, Sector 4, HSR, Bangalore",11:30am – 11:30pm (Mon-Sun)
10985,Sapfresh,Sarjapur Road,"Sarjapur Road, Bangalore",5am – 11pm (Mon-Sun)
10986,NightOwl,Electronic City,"5th Main, Neeladri Investment Layout, Electronic City, Bangalore","12midnight – 3am, 10am – 12midnight..."
10987,Chamrajpet Kabab Junction,Basavanagudi,"2nd Main, 9th Cross, Chamrajpet, Basavanagudi, Bangalore","Closed (Mon),11am – 10:30pm (Tue-Sun)"
10988,24 Hours Cake Delivery,Electronic City,Delivery Only,10:30am – 10pm (Mon-Sun)
10989,Just Like Mum's,Electronic City,"97, Beretana Agrahara, Lava Kusha Layout, Electronic City, Bangalore",8am – 8pm (Mon-Sun)
10990,Amaravathi Andhra Style Family Restaurant,Bommasandra,"Apc Circle, Jigani Bus Stand, Bommasandra, Bengaluru","11:30am – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)"
10991,Cake Point,Electronic City,"Shikari Palya, Gollahalli Road, Hullimangala, Electronic City, Bangalore",11:30am – 7:30pm (Mon-Sun)
10992,Shri Lakshami Venkateshwara Iyengar's Bakery,Kumaraswamy Layout,"1617, Near SBI, 1st Stage, 50 Feet Road, Kumaraswamy Layout, Bangalore",7:30am – 11pm (Mon-Sun)
10993,Anil Andhra Curry Point,Electronic City,"1, Gowri Shankar Building, G S playa Konappana Agarhara, Electronic City, Bangalore","12noon – 3pm, 6pm – 11pm (Mon-Sun)"
10994,Banashankari Nati Style,Banashankari,"17/1, Ramalh Garden, Kadieranahall Circle, Near Raghavendra Flour Mill, Dr Vishnuvardhan Main Road, BSK 2nd Stage, Banashankari, Bangalore","Closed (Mon),12noon – 4pm, 7pm – 11pm (Tue-Sun)"
10995,Zed Cafe,BTM,"19, Tavarekere Main Road, Kaveri Layout, Suddagunte Palya, BTM, Bangalore",7:30am – 11:30pm (Mon-Sun)
10996,Hyderabadi Biryani Flames,Electronic City,"Munireddy Building, Near Laundry Basket, Opposite Balaji P.G. Phase 2, Electronic City, Bangalore","11am – 11pm (Mon, Tue, Thu, Fri, Sat, Sun)..."
10997,Shawarma Fusion,Bellandur,"Near Bosch Company, Bellandur, Bengaluru",3:30pm – 10:30pm (Mon-Sun)
10998,Ekadanta Dry Fruits Juice Center,Kumaraswamy Layout,"1634, Kumaraswamy Layout, Bangalore",10am – 10pm (Mon-Sun)
10999,Hajji's Pizza Pazza,JP Nagar,"18, 24th Main Road, Shri Kanteshwar Layout, J P Nagar Phase 5, JP Nagar, Bangalore",11am – 11pm (Mon-Sun)
11000,Sahar Pavilion,Electronic City,"2224 & 2225, AECS Layout, Singasandra, Hosur Main Road, Electronic City, Bangalore",7am – 11pm (Mon-Sun)
11001,Tandoori Tea,Sarjapur Road,"Ambedkar Nagar Bus Stop, Opposite New Wipro, Sarjapur Road, Bangalore",7am – 10pm (Mon-Sun)
11002,Hatti Kaapi,Bellandur,"Embassy TechVillage, Outer Ring Road, Near New Horizon College, Devarabisanahalli, Bellandur, Bangalore",24 Hours (Mon-Sun)
11003,Sri Krishna Chats & Bonda Bazar,Uttarahalli,"Gupta Nivas, 14th Main Road, Padmanabhanagar, Near Uttarahalli, Bangalore","9am – 10pm (Mon-Sat),Closed (Sun)"
11004,Gelato Italiano,BTM,"Ground Floor, 1095/1, Near Sai Baba Temple, 1st Stage, 7th Main Road, BTM, Bangalore",11am – 11pm (Mon-Sun)
11005,SLV Coffee,Kanakapura Road,"100 Feet Rd, Ganigarapalya, Adarsha Layout, Lingadheeranahalli, Kanakapura, Bengaluru","7am – 12noon, 3:30pm – 7:30pm (Mon-Sun)"
11006,The Ganache Factory,Jayanagar,"156A, 43rd Cross, 2nd Main, Jayanagar 8th Block, Jayanagar, Bangalore",10am – 10pm (Mon-Sun)
11007,Brothers Burger,BTM,"51, Sattar Khan Building, Near Prestige Gents PG, 2nd Cross, V.P Road, Madiwala, BTM, Bangalore",12noon – 4am (Mon-Sun)
11008,Limeyard Kitchens,Bannerghatta Road,"1532, Near Anjaneya Temple, Arekere, Bannerghatta Road, Bangalore",6:30am – 12:30am (Mon-Sun)
11009,SoupWala,HSR,"1699, 19th Main Road, Sector 2, HSR, Bangalore",1pm – 10:30pm (Mon-Sun)
11010,Doof,Electronic City,"35, Basapura Main Road, Dream Paradise Layout, Basapura, Electronic City, Bangalore","12noon – 3pm, 7pm – 2am (Mon, Wed, Thu, Fri..."
11011,Kedia's Fun Food,Jayanagar,"6th C Main, 4th Block, Jayanagar, Bangalore",8:30am – 10:30pm (Mon-Sun)
11012,Sri Nilayam Andhra Mess,BTM,"1st B Cross Road, KEB Colony, New Gurappana Palya, 1st Stage, BTM Bangalore",7am – 11:30pm (Mon-Sun)
11013,Jose's Mess,BTM,"Maruthi Nagar Main Road, 9th Cross, BTM, Bangalore",7am – 9:30pm (Mon-Sun)
11014,Starbucks Coffee,JP Nagar,"15/16, 100 Feet Outer Ring Road, 5th Phase, JP Nagar, Bangalore",9am – 1am (Mon-Sun)
11015,Paranthe Sardar De,Bellandur,"457/32, Opposite Bangalore Central Mall, Outer Ring Road, Bellandur, Bangalore",11am – 1am (Mon-Sun)
11016,Today Coffee,Electronic City,"154, Near Infosys Gate 6, Konappana Agrahara, Electronic City, Bangalore",6am – 10pm (Mon-Sun)
11017,Shubh Sweets,HSR,"2623, Sector 1, Near Axis Bank, HSR Layout, 27th Main Road, HSR, Bangalore",9am – 10pm (Mon-Sun)
11018,Kannur Dhaba,Electronic City,"14, Sudarshan Complex, Konappana Agrahara, Phase 1, Electronic City, Bangalore",7:30am – 11pm (Mon-Sun)
11019,Flavours Hut,HSR,"177, Bhumi Complex, 9th Main, 7th Sector, Opposite Union Bank, HSR, Bangalore",8am – 11pm (Mon-Sun)
11020,Jaganath Hotel and Restaurant,JP Nagar,"634, 8th Main, 13th Cross, Near Delmia Circle, JP Nagar, Bangalore",8am – 3am (Mon-Sun)
11021,Verma Kitchen,Sarjapur Road,"102 A, Druva Daffodils, Gunjur Village, Varthur, Sarjapur Road, Bangalore",9am – 11pm (Mon-Sun)
11022,Juice Junction,Kanakapura Road,"2/59, 6th Cross Manjunath Nagar, Near Royal Mart, Kanakpura Road, Bangalore",8am – 11pm (Mon-Sun)
11023,The Gifo,Jayanagar,"7th Block, 33 Cross Road, Opposite City College, Jayanagar, Bangalore",11am – 11pm (Mon-Sun)
11024,Oye Paratha,Kumaraswamy Layout,"1C8, 18th Main, Padmanabhanagar, Kumaraswamy Layout, Bangalore",11am – 10:30pm (Mon-Sun)
11025,Manthrupti Delicacies & Refreshments,Banashankari,"4, Dr APJ Abdul Kalam Road, 5th Stage, Vasanthapura Main Road, Banashankari, Bangalore",8am – 9pm (Mon-Sun)
11026,Chicken Express,Electronic City,"15, Manipal County Road, SRK Paradise Layout, Wellington Paradise, Singasandra, Electronic City, Bangalore",10am – 11pm (Mon-Sun)
11027,Home Made Cakes,Electronic City,"2nd Cross, Naidu Layout, Shanthi Pura Village, Electronic City, Bangalore",8am – 8pm (Mon-Sun)
11028,Giftnight - Away,HSR,"175, SLV Temple Road, Mangammanapalaya, HSR, Bangalore",7pm – 6am (Mon-Sun)
11029,The Cake Lair,Electronic City,"Concorde Silicon Valley, Neeladri Road, Near Wiper Gate 15, Electronic City, Bangalore",11am – 10:30pm (Mon-Sun)
11030,Luv Bites,Bellandur,"36/1, Kadubeesanhalli, Bellandur, Bangalore",9am – 11pm (Mon-Sun)
11031,Sri Jaganath Restaurant,Sarjapur Road,"14/2, Kaikondra, Nahali, In Front Of Wipro Gate, Sarjapur Road, Bangalore",7am – 11pm (Mon-Sun)
11032,Sweet Point,Electronic City,"34/1A2, 1st Floor, Muniraju Reddy Complex, Hosur Main Road, Electronic City, Bangalore",7am – 11pm (Mon-Sun)
11033,Bake 4 Me,Electronic City,"369, Neeladri Nagar, 8th Cross, Phase 1, Electronic City, Bangalore",12noon – 12midnight (Mon-Sun)
11034,Daily Dose. Food and Juice,Electronic City,"Ramakrishna Building, 1st main, 2nd Cross, Electronic City, Bangalore",10am – 11pm (Mon-Sun)
11035,Health Shotz,Kanakapura Road,Delivery Only,9am – 10pm (Mon-Sun)
11036,New Donne Biriyani Mane,Kanakapura Road,"25, 7th Cross Road, Raghuvanahalli, Manjunathanagara, Kanakapura Road, Bangalore",11am – 10:30pm (Mon-Sun)
11037,Shezan Treat,Bommanahalli,"68, Chandrakala Building, 9th Main, Hongasandra Main Road, Bommanahalli, Bangalore","7am – 3:30pm, 7pm – 11pm (Mon-Sun)"
11038,Centre Point,BTM,"2nd Cross, Venkateshwara Layout, Tavarekere Main Road, BTM, Bangalore",11am – 11pm (Mon-Sun)
11039,Royal Fresh Juice,Bommanahalli,"42/1, Ground Floor, Muneshwara Nagar Main Road, Bandepalya, Bommanahalli, Bangalore",9am – 9:30pm (Mon-Sun)
11040,Kool Junction,JP Nagar,"Shop 884, RBI Layout, JP Nagar 7th Phase, Bangalore",9:30am – 10:30pm (Mon-Sun)
11041,Lassi Hut,Electronic City,"Opposite, Ajmera Infinity Apartments, Neeladri Main Road, Electronic City, Bangalore",10:30am – 12midnight (Mon-Sun)
11042,The Monkey 46,Sarjapur Road,"277, Janatha Colony, Dinne, Karmelaran Post, Sarjapur Road, Bangalore",10am – 11pm (Mon-Sun)
11043,MomoKraft,Bommanahalli,Delivery Only,4pm – 12midnight (Mon-Sun)
11044,Door Deli,Bommanahalli,"Opposite GK Jewel City, Near Vashulayot, Bommanahalli, Bangalore",11am – 11pm (Mon-Sun)
11045,Artesano Cake Art by Suchita,Bellandur,"E101, Bougainvillea, Tower 4, Adarsh Palm Retreat, Bellandur, Bangalore","11am – 6pm (Mon-Fri),Closed (Sat-Sun)"
11046,Wood Fire Thin Crust Pizza,Sarjapur Road,"277, Janatha Colony, Dinne, Karmelaran Post, Sarjapur Road, Bangalore",11am – 11pm (Mon-Sun)
11047,NH4 Tadka,Kanakapura Road,"Shop 1, 2nd Floor, Shivaganga Sai Suchin, 1st Main, 2nd Cross, Maruthi Layout, Vasanthapura, Kanakapura Road, Bangalore",12noon – 3pm (Mon-Sun)
11048,Richie's Cool Joint,Basavanagudi,"6/9, Sajjan Rao Circle, East Circle Road, VV Puram, Basavanagudi, Bangalore",12noon – 11pm (Mon-Sun)
11049,Sri Nath Sagar,Bellandur,"457, Opposite Bangalore Central Mall, Outer Ring Road, Bellandur, Bangalore",6am – 11am (Mon-Sun)
11050,Sri Annapoorneshwari Hotel,Banashankari,"13/15, 80 Feet Road, 4th cross BSK 3rd Stage, Bhuvaneshwari Nagar, Banashankari, Bangalore",1pm – 12midnight (Mon-Sun)
11051,Bake & Steamed Food Court,Sarjapur Road,"31, Junnasandra, Carmelaram Post, Sarjapur Road, Bangalore",5am – 11pm (Mon-Sun)
11052,Ragavendra Chinese And Chats,Banashankari,"69/1, 5th Main Road, Byatarayanapura New Extension, Near SLV Party Hall, Stage 1, Banashankari, Bangalore",4pm – 10pm (Mon-Sun)
11053,AM's Cafe Recreate,Bommasandra,"Plot 160, Navya Layout, Opposite DLF Maiden Heights Appartment, Jigani Bommasandra, Bengaluru","6am – 11pm, 12midnight – 3am (Mon-Sun)"
11054,Cook Book,BTM,"Tavarekere, Narayanappa Garden, 4th Cross, 6th Main, Near Laxmi Balaji Theater, BTM, Bangalore",10am – 11pm (Mon-Sun)
11055,Star Sugarcane,Bommanahalli,"Near Government School, Begur Main Road, Beside Magnus Diagnostics Centre Bommanahalli, Bangalore",9:30am – 9:30pm (Mon-Sun)
11056,Mahalakshmi Cafe,Bannerghatta Road,"101, Sundar Ram Shetty Nagar, Bilekahalli, Bannerghatta Road, Bangalore",10am – 10pm (Mon-Sun)
11057,Pranav Restaurant,Bommanahalli,"4A, KSV Complex, DCLE Main Road, Bommanahalli, Bangalore",8:30am – 12midnight (Mon-Sun)
11058,Kabhi Biryani Kabhi Kebab,BTM,"61, 11th Main, BTM 1st Stage, Nampiaparambil, BTM, Bangalore",11am – 10pm (Mon-Sun)
11059,Sudha North Indian Foods,Bommanahalli,"2, 4th Main, 1st A Cross, Balaji Layout, Hongasandra, Bommanahalli, Bangalore","10am – 4pm (Mon, Tue, Wed, Thu, Sat, Sun), Closed..."
11060,Salt And Pepper,Kanakapura Road,"5th Cross, Near Royal Mart, Raghuvanahalli, Kanakapura Road, Bangalore",9am – 11pm (Mon-Sun)
11061,Sidds,Kanakapura Road,"23/24, 13th Main, 7th Cross, Near Metro Pillar 45, Kanakapura Road, Bangalore",10am – 10pm (Mon-Sun)
11062,KR Bakery And Hotel,HSR,"1268, 22nd Main Road, Near Cambridge School, Sector 4, HSR, Bangalore",6am – 12midnight (Mon-Sun)
11063,1121- The Authentic Biryani House,BTM,"27/3, 13th Cross, Maruthi Nagar, Near TB Medical, Madiwala, BTM, Bangalore",11am – 11pm (Mon-Sun)
11064,Mealwala,Sarjapur Road,"13/23, 3rd Floor, Above HDFC Bank Haralur Main Road, Ambalipura, Sarjapur Road, Bangalore",12noon – 11:30pm (Mon-Sun)
11065,Sri Ganesh Krupa,Uttarahalli,"58/114, 8th Main, 2nd Cross, Behind Canara Bank Colony, Uttarahalli Main Road, Uttarahalli, Bangalore","12:30pm – 3pm (Mon-Sat), (Sun)"
11066,Shiva Prasadam,Banashankari,"38/2, 1st Main Road, Stage 1, Mount Joy Extension, Hanumanthnagar, Banashankari, Bangalore",12:30pm – 10:30pm (Mon-Sun)
11067,Masallaha Star Briyani,Bannerghatta Road,"D1 1308, Near SNN Raj Serenity, Begur Main Road, Yelenahalli, Akshayanagar, Bannerghatta Road, Bangalore",11am – 10:30pm (Mon-Sun)
11068,Rukshini Dry Fruit Juice & Chats,Kumaraswamy Layout,"Shop 1364, Near Dayanand Sagar College, Kumaraswamy Layout, Bangalore",9am – 11am (Mon-Sun)
11069,Kabbalamma Hotel,Electronic City,"Narayana Reddy Layout, Near Sagar Arts, Konappana Agrahara, Electronic City, Bengaluru",6:30am – 11pm (Mon-Sun)
11070,Shalom Food Corner,JP Nagar,"23/24, 13th Main, 7th Cross, Near Metro Pillar 45, 1st Phase, JP Nagar, Bangalore",8am – 11:30pm (Mon-Sun)
11071,Krishna Upahara,JP Nagar,"39, 6 E Main Road, RBI Layout, Gaurav Nagar, Phase 7, JP Nagar, Bangalore",6am – 9pm (Mon-Sun)
11072,The Juice Bar,BTM,"6/AB, 1st Cross, 4th Main Road, Cashier Layout, BTM, Bangalore",8:30am – 12midnight (Mon-Sun)
11073,Vajrabha Bhavana,Electronic City,"Babu Reddy Building, Phase 2, Shanthipura Main Road, Phase 2, Electronic City, Bangalore",8am – 10:30pm (Mon-Sun)
11074,Sri Sai Sagar Veg Hotel,Bommasandra,"4/156/31, Thimma Reddy Layout, Hulimangala Cross Road, Bommasandra, Bengaluru",6am – 10pm (Mon-Sun)
11075,Wok & Roll,Electronic City,"1-8-3, 5th Floor, Phase 1, Orchid Park, Neeladri Nagar, Electronic City, Bangalore",3am – 3am (Mon-Sun)
