ResturantId,ResturantName,ResturantZone,ResturanantAddress,ResturantTiming
13835,Ivy Park,Sarjapur Road,"Carmerleram, Opposite Carmeleram Railway Gate, Sarjapur Road, Bangalore",7am – 11pm (Mon-Sun)
13836,Sweet Revenge,Electronic City,"100/5, 2nd Cross, Ananthnagar, 2nd Phase, Electronic City, Bangalore",9am – 11pm (Mon-Sun)
13837,Hot Rolls & House Of Kebabs,JP Nagar,"RBI Layout, Puttenahalli, Phase 7, JP Nagar, Bangalore",11am – 10pm (Mon-Sun)
13838,Madurai Cafe,BTM,"13, Krishana Nagar, Industrial Area, Hosur Main Road, BTM, Bangalore",9am – 10:30pm (Mon-Sun)
13839,Shri Vinayaka Ice N Juice,Basavanagudi,"14/38, Shivakrupa, 1st Model House Street, Near Nagasnadra Circle, DVG Road, Basavanagudi, Bangalore",10am – 10pm (Mon-Sun)
13840,Gangothri Kabab Corner,BTM,"317/373, 1st Stage, Gangothri Circle, Maruthi Nagar",12noon – 11pm (Mon-Sun)
13841,Big Bites,Jayanagar,"1/21, Vijaylaxmi Towers, 32 Cross, 10th Main, 4th Block, Jayanagar, Bangalore",12:30pm – 10:30pm (Mon-Sun)
13842,M. R. G Sweets Angadi,JP Nagar,"137, R.V. Dental College Road, 24th Main, 1st Phase, JP Nagar, Bangalore",9am – 10pm (Mon-Sun)
13843,Odissi Restaurant,BTM,"27, 5th Cross, 20th Main, BTM Layout Stage 1, Near Gangotri Circle, BTM, Bangalore",11:30am – 11:30pm (Mon-Sun)
13844,Brewz Coffee,BTM,"80, 2nd Main,1st Cross, 2nd Stage, BTM, Bangalore",10:30am – 10:30pm (Mon-Sun)
13845,Chai Day,BTM,"7, Bearing 1-2/1, 1st Cross, DRC Post, Hosur Main Road, BTM, Bangalore",8am – 11pm (Mon-Sun)
13846,Nandi Bidadi Thatte Idli,JP Nagar,"121/1, Kothanur Main Road, 7th Phase, JP Nagar, Bangalore",7am – 9pm (Mon-Sun)
13847,24 Hours Coffee Drop - La Classic,Hotel La Classic,"158, Hotel La Classic, Yedavanahalli, Attibele, Near Bommasandra, Bommasandra, Bengaluru",24 Hours (Mon-Sun)
13848,Cake Art,JP Nagar,"1982, East End D Main Road, 9th Block, JP Nagar, Bangalore",7am – 10pm (Mon-Sun)
13849,The Pizza Dine,HSR,"148, 17th Cross, 9th Main Road, Sector 6, HSR, Bangalore",12noon – 12midnight (Mon-Sun)
13850,Deli Chats & Sweets,Bellandur,"74/2, Opposite Apollo Pharmacy, Outer Ring Road, Bellandur, Bangalore",7am – 11pm (Mon-Sun)
13851,Stop N Joy,Kanakapura Road,"6th Cross, Manjunatha Nagar, Behind Royal Mart, Raghuvanahalli, Kanakapura Road, Bangalore","10am – 10pm (Mon, Tue, Wed, Thu, Sat, Sun), 10am..."
13852,Godavari Delights,Electronic City,"44/45, Krishna Reddy Industrial Area, Kudlu Gate, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
13853,Punjabi Corner,Bannerghatta Road,"13/11, 1A, BVN Building, Arekere Main Road, Bannerghatta Road, Bangalore","11:30am – 3:30pm, 6pm – 10:45pm (Mon-Sun)"
13854,Hotel Viharika,Bommanahalli,"16/8, Kenchappa Layout, Harlur Main Road, Kudlu Village, Opposite Gk Jewel City, Bommanahalli, Bangalore",10:30am – 10:30pm (Mon-Sun)
13855,The Great Hungry Box,Bannerghatta Road,"10-16/44/1, 1st Floor, D A10, Anugraha Building, Singh Layout, Near Paramount Apartments, Bannerghatta Road, Bangalore",1pm – 3am (Mon-Sun)
13856,Food Adda,Banashankari,"85, PES College Road, Nagendra Block, Stage I, Banashankari, Bangalore",11am – 9:30pm (Mon-Sun)
13857,Udupi Thaja Thindi,BTM,"Shop 26, Opposite Gopalan Innovation Mall, 2nd Stage, Bannerghatta Main Road, BTM, Bangalore",7am – 10:30pm (Mon-Sun)
13858,Mangatram's,BTM,"3rd, B Cross Road, Kuvempu Nagar, Stage 2, BTM, Bangalore",8am – 11pm (Mon-Sun)
13859,Alif Restaurant,JP Nagar,"312, 15th Cross, 5th Phase, JP Nagar, Bangalore","12noon – 3:30pm, 7pm – 11pm (Mon-Sun)"
13860,Basavanagudi Ice Cream Corner,Basavanagudi,"13, Shop 7, Bugle Rock Road, Basavanagudi, Bangalore",11am – 11pm (Mon-Sun)
13861,Fahad Hotel,Jayanagar,"372, Swagath Main Road, Thilaknagar, Jayanagar, Bangalore",11am – 11:30pm (Mon-Sun)
13862,4th Tea Block,Jayanagar,"524, 10th Main, 4th Block, Jayanagar, Bangalore",8am – 10pm (Mon-Sun)
13863,Biryani Magix,BTM,"117, 16th Main, BTM 1st Stage, Tavarkere, BTM, Bangalore",4pm – 11am (Mon-Sun)
13864,Phoenix - Fine Dine,JP Nagar,"26, 1st Floor, PRS Plaza, 80 Feet Road, 8th Phase, JP Nagar, Bangalore","11:30am – 4pm, 6pm – 11pm (Mon, Tue, Wed, Fri..."
13865,Udupi Holige Mane,Basavanagudi,"168/20, Subbaramchetty Road, Natkallpa Circle, Basavanagudi, Bangalore",7am – 9:30pm (Mon-Sun)
13866,Namma Biryani,Banashankari,"1111, Near KIMS, 30th Main Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",12noon – 10:45pm (Mon-Sun)
13867,Garma Garam,Bannerghatta Road,"MICO Layout, Arakere, Opposite Vijaya Bank, Bannerghatta Road, Bangalore",12noon – 2am (Mon-Sun)
13868,Madhushala,"Guhantara Resort, Kanakapura Road","177, Nowkal Palya, Guhantara Resort Kaggalipura, Kanakapura Road, Bangalore",11am – 11pm (Mon-Sun)
13869,Hotel Annapoorna,Bannerghatta Road,"Opposite Sai Baba Temple, 80 Feet Main Road, Arekere, Bannerghatta Road, Bangalore",11:30am – 10pm (Mon-Sun)
13870,Bawarchi Khaana,Bellandur,"85/1, Near Narayana Collage, Green Glen Layout, Bellandur, Bangalore",11:30am – 11:30pm (Mon-Sun)
13871,Cafe Potpourri,JP Nagar,"204, 4th Cross, KSRTC Layout, 2nd Phase, JP Nagar, Bangalore",7am – 4am (Mon-Sun)
13872,Grand Taj Durbar,Electronic City,"Hosa Road, Opposite Karnataka Bank, Electronic City, Bangalore",11am – 10:30pm (Mon-Sun)
13873,21 C - La Marvella Sarovar Premiere Hotel,La Marvella Hotel,"La Marvella Hotel, 1, 14th Cross, South End Circle, 2nd Block, Jayanagar, Bangalore",11am – 11pm (Mon-Sun)
13874,Aroma House,JP Nagar,"851/1, Kothnur Dinne Main Road, JP Nagar, Bangalore",11am – 11:30pm (Mon-Sun)
13875,Quiznos,Sarjapur Road,"75, Play X Arena, Kasavanahalli, Sarjapur Road, Bangalore",11am – 11pm (Mon-Sun)
13876,Sri Manjunatha Foods,Electronic City,"Green House Layout, Near Lakshmi Narashimha Temple, Doddathogur, Electronic City, Bangalore",6am – 12midnight (Mon-Sun)
13877,Bawarchi Inn,BTM,"1, 1st Floor, BTM Complex, 9th Main Road, 1st Stage, BTM, Bangalore","12noon – 3:30pm, 6:30pm – 11pm (Mon-Sun)"
13878,Blueberry Restaurant,Bellandur,"1614, Near Grand City Super Market, Doddakannelli, Devarabisanahalli, Bellandur, Bangalore",8:30am – 12midnight (Mon-Sun)
13879,Hotel Dine City,HSR,"22/23 B, Mangammanapalya Main Road, HSR, Bangalore",11am – 12midnight (Mon-Sun)
13880,Sri Idli Mane,Basavanagudi,"11, Old Market Road, V V Puram, Basavanagudi, Bangalore",3pm – 12midnight (Mon-Sun)
13881,Juice & Chaat Cafe,Basavanagudi,"45, Subbarama Chetty Road, NR Colony, Basavanagudi, Bangalore",11am – 11pm (Mon-Sun)
13882,Upahar Sagar,Banashankari,"727, 23rd Cross, KR Road, 2nd Stage, Banashankari, Bangalore",6:30am – 10:30pm (Mon-Sun)
13883,Vyanjan,Electronic City,"Samrudhi Suites, 94/1, 95/1, Dodda Thogur Village, Phase 1, Electronic City, Bangalore","7:30am – 10:30am, 12:30pm – 3:30pm, 7:30pm –..."
13884,Machlee's Sea Food,Electronic City,"12, Electronic City, Bangalore",11:30am – 10:30pm (Mon-Sun)
13885,Sri Matha Sagar,Electronic City,"86, New Central Jail Road, Near Karnataka Bank, Electronic City, Bangalore",6:30am – 10:30pm (Mon-Sun)
13886,Aithal Holige Mane,Banashankari,"318, 1st Cross, CT BED Play Ground, Near SSM School, Thyagaraja Nagar, Banashankari, Bangalore",11am – 10pm (Mon-Sun)
13887,Naisargika Restaurant,Banashankari,"Opposite Cedar Gate, Sobha Forest View Bangalore, 100 Feet Road, Banashankari, Bangalore",7am – 11pm (Mon-Sun)
13888,Ambur Biryani Point,Sarjapur Road,"102, Kaikondrahalli, Sarjapur Road, Bangalore",11am – 10pm (Mon-Sun)
13889,Rolls Corner,Basavanagudi,"701, 2nd Cross, Ashok Nagar, Basavanagudi, Bangalore",10am – 10pm (Mon-Sun)
13890,Envy,Hotel La Classic,"158, Hotel La Classic, Yedavanahalli, Attibele, Near Bommasandra, Bommasandra, Bengaluru",11am – 11pm (Mon-Sun)
13891,Chefeana,Bannerghatta Road,"Bda 80ft Road, Near Reliance Fresh, Nano Hospital Road, Hulimauv, Bannerghatta Road, Bangalore","11am – 10:30pm (Mon-Fri),10am – 10pm (Sat-Sun)"
13892,Rawabi Restaurant,Sarjapur Road,"Site 37/54, Ksrp Camp Road, Choodasandra Huskur Post, Sarjapur Road, Bangalore",11am – 12midnight (Mon-Sun)
13893,Shiva's Chats,Banashankari,"363, 50 Feet Road, Hanumanthanagar, Banashankari, Bangalore",6pm – 9pm (Mon-Sun)
13894,Bharat Bistro,Bommanahalli,"676, Hosur Road, Singasandra Bommanahalli, Bangalore",11am – 1am (Mon-Sun)
13895,Karavali Lunch Home,Banashankari,"43A, Next To Bus Stop, Kathriguppe Main Road, Vivekananda Nagar, 3rd Stage, Banashankari, Bangalore","12:30pm – 4pm, 7pm – 11pm (Mon-Sun)"
13896,MAD Belgian Waffles,Electronic City,"34/2A, Govindhaschetty Palya Main Road, Kamadhenu Layout, Phase II, Electronic City, Bangalore",8am – 3am (Mon-Sun)
13897,Curry House,Electronic City,"1220, 8th Cross, Anantha Nagara, Phase 2, Electronic City, Bangalore","12noon – 3:30pm, 7pm – 10:30pm (Mon-Sun)"
13898,Namana Garden,Bannerghatta Road,"910, 5th Cross Road, Vijaya Bank Layout, Bilekahalli, Bannerghatta Road, Bangalore",8am – 10:30pm (Mon-Sun)
13899,Pita Pit,Bellandur,"8A & 8B Building, RMZ Ecoworld, Food Court, Marathahalli Outer Ring Road, Deverabeesanahalli, Bellandur, Bangalore",11am – 11pm (Mon-Sun)
13900,S M V Snacks Corner,Basavanagudi,"Near Bhagwan Mahavir Jain College, V V Puram, Basavanagudi, Bangalore",9am – 10pm (Mon-Sun)
13901,Saarangi Express,Jayanagar,"27th Cross, 4th Block, Jayanagar, Bangalore",7am – 10pm (Mon-Sun)
13902,Kolkata Restaurant,Jayanagar,"54, 1st Block, Near Brand Factory, Someshwara Nagar Main Road, Jayanagar, Bangalore",9am – 11pm (Mon-Sun)
13903,Fitnest,BTM,"Old Madiwala, 1st Stage, BTM Layout 1, BTM, Bangalore","Closed (Mon),9:30am – 10:30pm (Tue-Sun)"
13904,Lassi Bistro,Kumaraswamy Layout,"1614, 7th Cross, Kumaraswamy Layout, Bangalore",10:30am – 11pm (Mon-Sun)
13905,Cake Chemistry,Jayanagar,"1375, Prasanna Arcade, East End Main Road, Jayanagar, Bangalore",9:15am – 12:15am (Mon-Sun)
13906,Namma Kitchen,Basavanagudi,"Food Street, V.V Puram, Basavanagudi, Bangalore","12:30pm – 4:30pm, 6:30pm – 11:30pm (Mon-Sun)"
13907,Oogway Express,JP Nagar,"18, 24th Main Road, Near Sobha Tulip Apartment, 5th Phase, JP Nagar, Bangalore",11am – 11pm (Mon-Sun)
13908,Udupi Veg,Bannerghatta Road,"284, 2nd Stage, 5th Cross Road, Arekere, Mico Layout, Near Bannerghatta Road, Bangalore",6am – 10pm (Mon-Sun)
13909,Vinaya Cafe,Jayanagar,"1576, East End Main Road, 9th Block, Jayanagar, Bangalore",12noon – 10:30pm (Mon-Sun)
13910,Venessa,BTM,"212, Aicobo Nagar, 1st Stage, BTM Layout, BTM, Bangalore",12noon – 10:30pm (Mon-Sun)
13911,Ghar Ki Rasoi,Bellandur,"Devarabeesanahalli, Opposite Sakra World Hospital, Bellandur, Bangalore",9am – 10pm (Mon-Sun)
13912,Karavali Grand,JP Nagar,"9/10, 1st Floor, 24th Main Road, Phase 5, Opposite Shoba Tulip Apartment, JP Nagar, Bangalore","11:30am – 3:30pm, 7pm – 11:30pm (Mon-Sun)"
13913,Naadan Bhakshanasaala,Electronic City,"Service Road, Konappana Agrahara,  Electronic City, Bangalore",7am – 11pm (Mon-Sun)
13914,Spicy Kitchen,HSR,"87, 4th Floor, 14th Main Rd, Sector 4, HSR, Bangalore","11am – 4pm, 7pm – 10:30pm (Mon-Sun)"
13915,Athithi Grand Restaurant,Kanakapura Road,"18/2, C-3, Konankunte Cross, Kanakapura Road, Bangalore",11:30am – 10:30pm (Mon-Sun)
13916,Shine Restaurant,Bommanahalli,"1/2, Begur Main Road, Opposite Canara Bank Road, Bommanahalli, Banglore","8am – 4pm, 6pm – 11pm (Mon-Sun)"
13917,F&F Fresh Fruits,Electronic City,"Building 278, Doddathoguru, Phase 1, Electronic City, Bangalore",9:30am – 11:30pm (Mon-Sun)
13918,The Biriyani Pedia,BTM,"3rd Cross Road, Venkateshwara Layout, Suddagunte Palya, BTM, Bangalore",11:30am – 11pm (Mon-Sun)
13919,Abhiruchi Hotel,Bannerghatta Road,"81/3, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",11:30am – 3am (Mon-Sun)
13920,Juice Buzz,"Bangalore Central, JP Nagar","4th Floor, Bangalore Central Mall, 9th Block, JP Nagar, Bangalore",11am – 10pm (Mon-Sun)
13921,Vegan Heat,Bellandur,"Survey 2, Ground Floor, 3rd Cross, Opposite Venugopala Swamy Temple, Bellandur, Bangalore","11am – 3pm, 6pm – 11:55pm (Mon, Wed, Thu, Fri..."
13922,Biryani Chefs,BTM,Delivery Only,1pm – 11:30pm (Mon-Sun)
13923,Halli Mane  Mudde Oota,JP Nagar,"6, Sri Krishna Complex, 7th Phase, Opposite Gaurav Nagar Bus Stand, JP Nagar, Bangalore","12noon – 4pm, 7pm – 10pm (Mon-Sat),7am – 4pm..."
13924,Jodhpur Jaika,Bommanahalli,"2, Mistry Ramaiah Compound, 3rd Main Near Police Station, Roopen Agrahara, Bommanahalli, Bangalore",7:30am – 10pm (Mon-Sun)
13925,Apoorva Halli Mane,JP Nagar,"Near Byrappa Circle, J P Nagar 8th Phase, JP Nagar, Bangalore","11am – 3pm, 6:30pm – 10:30pm (Mon-Sun)"
13926,11:11 Meals,Kanakapura Road,"64, 2nd Floor, Near Shinag Mall, Udayapura, Agara Village, Kanakapura Road, Bangalore","9:30am – 3pm, 4pm – 10pm (Mon-Sun)"
13927,Wakeup Cafe,HSR,"793, 22nd A, Cross Road, Sector 3, HSR, Bangalore",6am – 5am (Mon-Sun)
13928,SFC Garden & Restaurant,Bommasandra,"Shop-11&12, Plot-257/A, Survey 236, Bommasandra Industrial Area, Bommasandra, Bangalore",11am – 11pm (Mon-Sun)
13929,Shree Balaji Paratha House,Jayanagar,"54/18, 8th F Main Road, 3rd Block, Jayanagar, Bangalore",11:30am – 9:30pm (Mon-Sun)
13930,Kadala Tarangaa,Basavanagudi,"14/5, Opposite Tata Showroom, Ovalappa Garden, Tata Silk Farm, KR Road, Basavanagudi, Bangalore","11:30am – 3:30pm, 6:30pm – 11:30pm (Mon),11:30am..."
13931,Bites Food Zone,BTM,"43, Krishna Nagar, SG Palya Main Road, Near Christ College, Christ lane, BTM, Bangalore",12noon – 11pm (Mon-Sun)
13932,Candy Cake,BTM,"Chocolate Factory Road, Maruti Nagar, 1st Stage, BTM, Bangalore",11am – 11pm (Mon-Sun)
13933,Sri Gurudev Darshini,HSR,"HSR Club Road, Sector 3, HSR, Bangalore",7:30am – 9:30pm (Mon-Sun)
13934,Waah Biryani,JP Nagar,"41,  Near Royal School, 24th Main, JP Nagar, Bangalore",11am – 11pm (Mon-Sun)
13935,Nellore Dosa Camp,BTM,"931, 2nd Stage, 4th Cross Road, BTM, Bangalore","8am – 11:30am, 6:30pm – 10:30pm (Mon-Sun)"
13936,11 to 11 Express Biriyanis,Electronic City,"Near Velankani Bus Stop, Electroniccity Phase Doddathogur, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
13937,Indian Kitchen - Hotel Presidency,Electronic City,"Hotel Presidency, 47, KIADB Layout, Phase 2, Electronic City, Bangalore","7:30am – 10:30am, 11am – 3pm, 7pm – 11pm..."
13938,Infinity Family Restaurant,Bellandur,"99, Ground Floor, A V Beaureaux, Green Glen Layout, Bellandur, Bangalore","11:30am – 4pm, 7pm – 11pm (Mon),Closed..."
13939,Pot Biryani,Electronic City,"71, Krishnapa Gowda Building, Near Wipro Gate 12,  Phase I, Electronic City, Bangalore","12noon – 3:30pm, 6:30pm – 10:30pm..."
13940,Annapurna Foods,Bellandur,"Ground Floor, Ganapa Tower, Outer Ring Road, Bellandur, Bangalore",11:30am – 12:30am (Mon-Sun)
13941,Parathe Ghar Ke,Bellandur,"18/1, HMR Complex, Near Ganesh Temple, Bellandur, Bangalore","8:30am – 11am, 12noon – 3pm, 7pm – 11pm (Mon-Sun)"
13942,The Cake Ville,JP Nagar,"15, Ground Floor, MN Complex, 7th Phase, Near Brigade Millenium, JP Nagar, Bangalore","10am – 11pm (Mon, Wed, Thu, Sat, Sun), 10am –..."
13943,Falooda Cafe,BTM,"8/37, Opposite Padmavati School, Maruthi Niagara, Madiwala, BTM, Bangalore",11am – 3am (Mon-Sun)
13944,Messy's,Electronic City,"Narmada Complex, Opposite Brindhavan Palms Apartment, Hosa Road, Electronic City, Bangalore","7am – 2:30pm, 5:30pm – 11pm (Mon-Sun)"
13945,Laziz Pizza,HSR,"Shop 2B, 358, Ground Floor, 25th Main, 22nd Cross, Sector 2, Parangi Palya, HSR, Bangalore",11am – 2am (Mon-Sun)
13946,Kavali,Banashankari,"Chennammana Kere, Kathreguppe, Banashankari, Bangalore","7am – 12:30pm, 5pm – 9:30pm (Mon, Wed, Thu, Fri..."
13947,Rajasthan Sweets,Sarjapur Road,"Gear College Road, Near Anjanadri Government School, Sarjapura Main Road, Doddakannalli, Sarjapur Road, Bangalore",7am – 10pm (Mon-Sun)
13948,Hide Out Cafe,Banashankari,"775/1, Opposite Gupta Collage, 7th Block, 3rd Stage, Banashankari, Bangalore",10am – 11pm (Mon-Sun)
13949,Mesa Lounge Bar - Svenska Design Hotel,"Svenska Design Hotel, Electronic City","Svenska Design Hotel, 56 D, Wipro Gate 5, Electronic City 1, Electronic City, Bangalore","11am – 11pm (Mon, Tue, Wed, Thu, Sun), 11am –..."
13950,Pita Pocket Factory,Sarjapur Road,"A 15, Owners Ct E, Owners Court Layout, Kasavanahalli, Sarjapur Road, Bangalore",12noon – 10:30pm (Mon-Sun)
13951,#Vibes Restro,Bommasandra,"Marasur Gate, Chandapura - Anekal Road, Anekal Main Road, Bommasandra, Bengaluru",11am – 11pm (Mon-Sun)
13952,Noodle,"RMZ Ecoworld, Bellandur","The Bay, Building 8A & 8B, RMZ Ecoworld, Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bangalore",11am – 11pm (Mon-Sun)
13953,Thavarumane Thindi,Kanakapura Road,"Saluhunase, Udayapura Post, Kaggalipura, Kanakapura Road, Bangalore",8am – 10pm (Mon-Sun)
13954,Tata Cha,Jayanagar,"1/21, Chalamma Complex, 9th Main Road, 32nd Cross Road, 4th Block, Jayanagar, Bangalore",8am – 11pm (Mon-Sun)
13955,Ice Stone Creamery,Jayanagar,"9th Block, Near Central Mall, Jayanagar, Bangalore",9:30am – 11:30pm (Mon-Sun)
13956,Gopal Kabab Centre,JP Nagar,"24th Main, Opposite IDBI Bank, 6th Phase, JP Nagar, Bangalore","12:30pm – 5pm, 6:30pm – 11pm (Mon-Sun)"
13957,Uphara Kendra,Basavanagudi,"1/4, Nisha Complex, KR Road, Near National College, Basavanagudi, Bangalore",7am – 10pm (Mon-Sun)
13958,Harshi Super Sandwich,Basavanagudi,"60/1, East Anjaneya Temple Street, NR Colony Main Road, Basavanagudi, Bangalore",10:30am – 11:30pm (Mon-Sun)
13959,Great Indian Bhukkad,JP Nagar,"1/44, Venkateshwara Layout, 8th Phase, BK Circle, JP Nagar, Bangalore",10am – 10pm (Mon-Sun)
13960,Prakash Cafe,Basavanagudi,"1st Main Road, Chamarajpet, Basavanagudi, Bangalore",7am – 8pm (Mon-Sun)
13961,Melting Cakes,Sarjapur Road,"Radha Reddy Layout, Doddakannelli, Sarjapur Road, Bangalore",11am – 11pm (Mon-Sun)
13962,Invitation Bar & Restaurant,BTM,"1/84, Ground Floor, Near Citi Bank, BTM, Bangalore",11am – 11pm (Mon-Sun)
13963,Pabrai's Fresh & Naturelle Icecreams,HSR,"964, 965 M R Complex, 27th Main, Sector 1, HSR, Bangalore",11am – 11:30pm (Mon-Sun)
13964,Sai Samosa & Chat Corner,Bannerghatta Road,"Shop 03, 16, Ground Floor, SriKrishna Building, Arekere Main Road, Bannerghatta Road, Bangalore",11am – 10pm (Mon-Sun)
13965,Keto Garden,Sarjapur Road,"779/71, 1st Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",7am – 12midnight (Mon-Sun)
13966,Sri Saravana Bhavan,Electronic City,"Woodstock Apartment, Shikaripalya, Siraj layout, Golahalli Main Road, Electronic City, Bangalore",8am – 11pm (Mon-Sun)
13967,F5 : Hit Refresh,HSR,"1131, 17th Cross Road, Sector 7, HSR Layout, HSR, Bangalore",11am – 11pm (Mon-Sun)
13968,Daana Paani,Electronic City,"1213, Ground Floor, 9th Cross, Ananthnagar Phase 2, Electronic City, Bangalore",9am – 11pm (Mon-Sun)
13969,The Milkshake Theory,Electronic City,"Ashrith Corner, Near Ajmera Neeladri Road, Phase 1, Electronic City, Bangalore",8:30am – 1am (Mon-Sun)
13970,B2D Indori Dhaba,BTM,"46, 11th Main Road, KEB Colony, 1st Stage, BTM Layout 1, BTM, Bengaluru","7am – 11pm (Mon-Fri),7am – 11:30pm (Sat),7am –..."
13971,Papanna Donne Biryani,JP Nagar,"5A, 100 Feet Ring Road, Near Union Bank Of India, Phase 6, JP Nagar, Bangalore","Closed (Mon),11:30am – 11:30pm (Tue-Sun)"
13972,J K Fish Land,Jayanagar,"272, 14th Cross Road, Yediyur, Jayanagar, Bangalore","12noon – 4pm, 7pm – 10:30pm (Mon-Sun)"
13973,Haji Ali Juice Centre,Jayanagar,"34/1, Sri Ranga Sai, 36th Cross, 6th Main 4th Block, Jayanagar, Bangalore","11am – 12midnight (Mon-Fri),11am – 1am (Sat-Sun)"
13974,Biryani Darbar,Electronic City,"2309, Shanthipura Road, Phase 2, Electronic City, Bangalore",11am – 1am (Mon-Sun)
13975,Iyan Arabia,JP Nagar,"53, 9th Cross Road, B Block, 1st Phase, Shakambari Nagar, JP Nagar, Bangalore",11am – 11pm (Mon-Sun)
13976,Twisted Tadka,Jayanagar,"18, A.T Road, Jayanagar 6th Block, Near Brigade MM Yediyur, Tata Silk Farm, Jayanagar, Bangalore","11:30am – 4pm, 6pm – 11:30pm (Mon-Sun)"
13977,Achayans Pride,Electronic City,"37, Chamundeshwari-Phase, Bettadasanapura, Opposite Road of TVS Showroom, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
13978,Sri Devi Baker's,BTM,"668, Ground Floor, 7th Main, N.S Palya",6:30am – 10pm (Mon-Sun)
13979,Sandwich Square,Jayanagar,"650, Ground Floor, 24th Main, 5th Block, Jayanagar, Bangalore",10:30am – 11:30pm (Mon-Sun)
13980,Hotel The Nalanda,Bommasandra,"137, New 748/742, Hebbagodi Bus Stop, Bommasandra Indusrtrial Area, Anekal Taluk, Bommasandra, Bengaluru",12:30pm – 10:30pm (Mon-Sun)
13981,Chicken Magic,BTM,"1,16th Main Road,19th Cross, EWS Colony, 2nd Stage, BTM, Bangalore",12:30pm – 3:30am (Mon-Sun)
13982,Tandoor Shack Restaurant,HSR,"1511, Near Kubera TVS Motor's, 19th Main, Sector 1, HSR, Bangalore",11am – 11pm (Mon-Sun)
13983,Fast And Fresh,Banashankari,"32, 7th Main Road, Dwaraka Nagar,Near PES College, Banashankari, Bangalore",5pm – 3am (Mon-Sun)
13984,New Aastha,Electronic City,"1st Floor, Opposite Ajmera Nucleus Apartment, Sri Gokul Complex, Near Tech Mahindra Gate-3, Phase 2, Electronic City, Bangalore","12noon – 4pm, 8pm – 11:30pm (Mon-Fri),12noon –..."
13985,Rajwada Restaurant,Kanakapura Road,"75, Chunchankatte, Anjanadri Layout, Konanakunte, Kanakapura Road, Bangalore",11am – 12midnight (Mon-Sun)
13986,Story Time,Bellandur,"95/2, Shobha Lakeview Clubhouse, Margosa Avenue, Green Glen Layout, Bellandur, Bangalore",10:30am – 11pm (Mon-Sun)
13987,The Cafe Nuts and Bolts,Kumaraswamy Layout,"83/5,4th Cross. 50 Feet Road,1st Stage, Kumaraswamy Layout, Bangalore",11am – 11pm (Mon-Sun)
13988,Bakers Town,Kumaraswamy Layout,"11/A, 3rd Cross, Govinayakahalli, Kumaraswamy Layout, Bangalore",11am – 11:30pm (Mon-Sun)
13989,Homely Biryani,Electronic City,"Flat 303, Splendid Skylines, Near HDFC Bank, Singasandra, Hosa Road, Electronic City, Bangalore","8am – 11am, 7pm – 10pm (Mon-Sun)"
13990,Rachna's Veg Restaurant,Kanakapura Road,"Near Art Of Living, Udayapura Bust Stop, Kanakapura Road, Bangalore",9am – 10pm (Mon-Sun)
13991,Poonam Sweet Centre,JP Nagar,"669, RBI Layout, Opposite Elita Promenade Apartment, JP Nagar, Bangalore",9am – 9pm (Mon-Sun)
13992,Shaan-E-Panjab,Sarjapur Road,"Shop 4, Bellandur & Shardapura Road, Kaikondrahalli, Near Srinivasa Signature Appartment, Sarjapur Road, Bangalore","11:30am – 3:30pm, 6pm – 1am (Mon-Fri),11:30am..."
13993,China Garden,Electronic City,"Doddathoguru Road, Phase 1, Opposite Valankani Gate 2, Electronic City, Bangalore",7am – 4am (Mon-Sun)
13994,MilkyWay,"RMZ Ecoworld, Bellandur","Block 4A Food Court, RMZ Eco World Road, Adarsh Palm Retreat, Bellandur, Bangalore",10am – 9pm (Mon-Sun)
13995,Chatar Patar,Banashankari,"24/1, 23rd Cross, 6th Main Road, Opposite Kaveri Grameena Bank, 2nd Stage, Banashankari, Bangalore",10am – 10pm (Mon-Sun)
13996,Chai Resto,Bellandur,"9, Ground Floor, Outer Ring Road, Bellandur, Bangalore",7:30am – 11:30am (Mon-Sun)
13997,Ruchir,Bommasandra,"Syndicate Bank Colony, Attibele, Bommasandra, Bengaluru",7am – 11pm (Mon-Sun)
13998,Two Cups And A Story,HSR,"2712, 31st Main Road, HSR, Bangalore",10am – 10:30pm (Mon-Sun)
13999,Cold Smith Ice Creams,Sarjapur Road,"1630/1504/5, Kasavanahalli Main Road, Behind Bata Showroom, Kasavanahalli, Sarjapur Road, Bangalore",12noon – 3am (Mon-Sun)
14000,HSR Agarval Bhavan,HSR,"291/2, Near Lawrence School, Sector 6, Opposite BDA Complex, HSR, Bangalore",8am – 10:30pm (Mon-Sun)
14001,Salkara Malabar Kitchen,BTM,"1-2, Brindavan Nagar, Tavarekere, Ramappa Layout, 1st Stage, Opposite M.N.P Residency, BTM, Bangalore",8am – 11pm (Mon-Sun)
14002,Green Hotel,Sarjapur Road,"37, 12th Cross, Below Vijay Laxmi PG, Kasavanahalli Main Road, Sarjapur Road, Bangalore",9am – 11pm (Mon-Sun)
